2016-07-08 00:01:30.728 | INFO  | main       | .ncpimpl.IssueThread:83    | over the server time ....next issue ..160708001
2016-07-08 09:44:42.963 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:46:43.041 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:48:43.118 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:50:43.188 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:52:44.054 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:54:44.089 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:56:44.138 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 09:58:44.172 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 10:00:44.244 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708003
2016-07-08 10:01:44.342 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160708003
2016-07-08 10:01:44.342 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-08 10:01:47.652 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1617330811910917) ,message is: Lucky 5, issue no. 160708003 ,winning number is:9,1,5,6,3,url = http://kpwlottery.com/index.php/km?issue=160708003&wincode=9,1,5,6,3
2016-07-08 10:01:47.652 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160708003
2016-07-08 10:01:47.653 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160708004
2016-07-08 10:01:47.653 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-08 10:01:47.657 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160708004
2016-07-08 10:03:47.736 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:05:47.789 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:07:47.898 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:09:47.931 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:11:47.965 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:13:48.038 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:15:48.113 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:17:48.196 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:19:48.299 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:21:48.438 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:23:48.483 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:25:48.572 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:27:48.700 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:29:48.779 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:31:48.851 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:33:48.949 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:35:49.095 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:37:49.129 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:39:49.192 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:41:49.249 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:43:49.288 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:45:49.322 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:47:49.379 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:49:49.413 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:51:49.456 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:53:49.493 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:55:49.539 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:57:49.572 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 10:59:49.605 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708004
2016-07-08 11:00:49.653 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160708004
2016-07-08 11:00:49.654 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-08 11:00:52.397 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1617344515242880) ,message is: Lucky 5, issue no. 160708004 ,winning number is:2,11,9,6,4,url = http://kpwlottery.com/index.php/km?issue=160708004&wincode=2,11,9,6,4
2016-07-08 11:00:52.398 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160708004
2016-07-08 11:00:52.398 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160708005
2016-07-08 11:00:52.398 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-08 11:00:52.437 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160708005
2016-07-08 11:02:52.489 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:04:52.523 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:06:52.559 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:08:52.595 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:10:52.629 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:12:52.664 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:14:52.698 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:16:52.733 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:18:52.766 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:20:52.801 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:22:52.837 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:24:52.869 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:26:52.904 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:28:52.936 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:30:52.970 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:32:53.006 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:34:53.041 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:36:53.074 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:38:53.108 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:40:53.144 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:42:53.253 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:44:53.336 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:46:53.371 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:48:53.412 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:50:53.491 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:52:53.561 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:54:53.619 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:56:53.650 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 11:58:53.712 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 12:00:53.366 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708005
2016-07-08 12:01:53.460 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160708005
2016-07-08 12:01:53.460 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-08 12:01:55.979 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1617363711907627) ,message is: Lucky 5, issue no. 160708005 ,winning number is:2,4,7,11,5,url = http://kpwlottery.com/index.php/km?issue=160708005&wincode=2,4,7,11,5
2016-07-08 12:01:55.979 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160708005
2016-07-08 12:01:55.979 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160708006
2016-07-08 12:01:55.979 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-08 12:01:56.226 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160708006
2016-07-08 12:03:56.283 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:05:56.400 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:07:56.469 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:09:56.526 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:11:56.572 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:13:56.654 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:15:56.704 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:17:56.737 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:19:56.770 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:21:56.804 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:23:56.838 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:25:56.871 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:27:56.904 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:29:56.968 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:31:57.001 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:33:57.039 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:35:57.069 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:37:57.104 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:39:57.138 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:41:57.175 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:43:57.209 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:45:57.239 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:47:57.273 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:49:57.309 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:51:57.343 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:53:57.379 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:55:57.412 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:57:57.445 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 12:59:57.475 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708006
2016-07-08 13:00:57.519 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160708006
2016-07-08 13:00:57.520 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-08 13:01:00.072 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1617380401905958) ,message is: Lucky 5, issue no. 160708006 ,winning number is:11,5,1,4,8,url = http://kpwlottery.com/index.php/km?issue=160708006&wincode=11,5,1,4,8
2016-07-08 13:01:00.072 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160708006
2016-07-08 13:01:00.072 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160708007
2016-07-08 13:01:00.072 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-08 13:01:00.075 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160708007
2016-07-08 13:03:00.122 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:05:00.157 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:07:00.191 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:09:00.225 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:11:00.258 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:13:00.291 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:15:00.326 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:17:00.362 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:19:00.410 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:21:00.444 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:23:00.562 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:25:00.595 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:27:00.627 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:29:00.664 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:31:00.699 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:33:00.735 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:35:00.765 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:37:00.798 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:39:00.831 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:41:00.868 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:43:00.902 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:45:00.938 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:47:00.971 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:49:01.004 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:51:01.039 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:53:01.070 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:55:01.101 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:57:01.142 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 13:59:01.175 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 14:01:01.209 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708007
2016-07-08 14:02:01.252 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160708007
2016-07-08 14:02:01.252 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-08 14:02:03.606 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1617402655237066) ,message is: Lucky 5, issue no. 160708007 ,winning number is:5,8,11,6,1,url = http://kpwlottery.com/index.php/km?issue=160708007&wincode=5,8,11,6,1
2016-07-08 14:02:03.607 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160708007
2016-07-08 14:02:03.607 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160708008
2016-07-08 14:02:03.607 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-08 14:02:03.609 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160708008
2016-07-08 14:04:03.643 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:06:03.678 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:08:03.713 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:10:03.748 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:12:03.783 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:14:03.816 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:16:03.851 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:18:03.883 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:20:03.919 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:22:03.961 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:24:04.006 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:26:04.056 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:28:04.091 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:30:04.126 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:32:04.232 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:34:04.265 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:36:04.298 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:38:04.332 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:40:04.368 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:42:04.404 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:44:04.438 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:46:04.470 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:48:04.503 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:50:04.537 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:52:04.571 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:54:04.606 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:56:04.639 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 14:58:04.675 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 15:00:04.730 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708008
2016-07-08 15:01:04.775 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160708008
2016-07-08 15:01:04.776 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-08 15:01:07.193 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1617419005235431) ,message is: Lucky 5, issue no. 160708008 ,winning number is:2,1,4,7,3,url = http://kpwlottery.com/index.php/km?issue=160708008&wincode=2,1,4,7,3
2016-07-08 15:01:07.193 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160708008
2016-07-08 15:01:07.193 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160708009
2016-07-08 15:01:07.193 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-08 15:01:07.196 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160708009
2016-07-08 15:03:07.231 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:05:07.269 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:07:07.303 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:09:07.387 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:11:07.430 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:13:07.465 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:15:07.500 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:17:07.569 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:19:07.604 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:21:07.638 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:23:07.674 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:25:07.710 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:27:07.743 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:29:07.778 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:31:07.813 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:33:07.844 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:35:07.878 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:37:07.948 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:39:08.032 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:41:08.079 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:43:08.114 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:45:08.150 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:47:08.183 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:49:08.218 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:51:08.257 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:53:08.292 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:55:08.325 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:57:08.356 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
2016-07-08 15:59:08.391 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160708009
