2016-07-02 08:52:22.593 | INFO  | main       | mpl.FreshTokenThread:38    | fresh token alive ...
2016-07-02 12:01:26.821 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160702005
2016-07-02 12:01:26.821 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160702006
2016-07-02 12:01:26.821 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 12:01:26.837 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160702006
2016-07-02 12:03:26.881 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:05:26.930 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:07:26.985 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:09:27.036 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:11:27.085 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:13:27.130 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:15:27.168 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:17:27.208 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:19:27.263 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:21:27.313 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:23:27.368 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:25:27.419 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:27:27.465 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:29:27.536 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:31:27.592 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:33:27.643 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:35:30.702 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:37:30.748 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:39:30.784 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:41:30.847 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:43:30.898 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:45:30.937 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:47:30.987 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:49:31.038 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:51:31.093 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:53:31.143 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:55:31.189 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:57:31.233 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 12:59:31.293 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702006
2016-07-02 13:00:31.348 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160702006
2016-07-02 13:00:31.348 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 13:00:34.032 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614679962176002) ,message is: Lucky 5, issue no. 160702006 ,winning number is:8,11,4,7,5,url = http://kpwlottery.com/index.php/km?issue=160702006&wincode=8,11,4,7,5
2016-07-02 13:00:34.032 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160702006
2016-07-02 13:00:34.032 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160702007
2016-07-02 13:00:34.032 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 13:00:34.032 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160702007
2016-07-02 13:02:34.099 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:04:34.150 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:06:34.207 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:08:34.264 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:10:34.315 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:12:34.354 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:14:34.402 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:16:34.445 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:18:34.485 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:20:34.534 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:22:34.578 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:24:34.626 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:26:34.661 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:28:34.707 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:30:34.741 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:32:34.781 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:34:34.839 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:36:34.878 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:38:34.918 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:40:34.967 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:42:35.003 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:44:35.049 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:46:35.097 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:48:35.140 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:50:35.183 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:52:35.224 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:54:35.256 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:56:35.291 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 13:58:35.329 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 14:00:35.363 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702007
2016-07-02 14:01:35.414 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160702007
2016-07-02 14:01:35.414 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 14:01:37.755 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614722388838426) ,message is: Lucky 5, issue no. 160702007 ,winning number is:11,2,10,9,3,url = http://kpwlottery.com/index.php/km?issue=160702007&wincode=11,2,10,9,3
2016-07-02 14:01:37.755 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160702007
2016-07-02 14:01:37.755 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160702008
2016-07-02 14:01:37.755 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 14:01:37.765 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160702008
2016-07-02 14:03:37.806 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:05:37.850 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:07:37.885 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:09:37.927 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:11:37.963 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:13:38.003 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:15:38.043 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:17:38.086 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:19:38.132 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:21:38.173 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:23:38.225 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:25:38.268 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:27:38.308 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:29:38.345 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:31:38.389 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:33:38.447 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:35:38.489 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:37:38.529 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:39:38.575 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:41:38.614 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:43:38.657 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:45:38.696 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:47:38.741 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:49:38.799 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:51:38.831 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:53:38.881 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:55:38.921 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:57:38.961 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 14:59:38.993 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702008
2016-07-02 15:00:39.043 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160702008
2016-07-02 15:00:39.043 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 15:00:41.514 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614756905501641) ,message is: Lucky 5, issue no. 160702008 ,winning number is:8,9,7,10,5,url = http://kpwlottery.com/index.php/km?issue=160702008&wincode=8,9,7,10,5
2016-07-02 15:00:41.514 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160702008
2016-07-02 15:00:41.514 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160702009
2016-07-02 15:00:41.514 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 15:00:41.524 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160702009
2016-07-02 15:02:41.570 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:04:41.624 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:06:41.663 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:08:41.720 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:10:41.773 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:12:41.818 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:14:41.864 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:16:41.906 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:18:41.951 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:20:41.997 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:22:42.030 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:24:42.069 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:26:42.108 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:28:42.165 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:30:42.211 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:32:42.247 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:34:42.289 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:36:42.335 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:38:42.384 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:40:42.422 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:42:42.465 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:44:42.499 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:46:42.546 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:48:42.600 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:50:42.649 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:52:42.697 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:54:42.753 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:56:42.796 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 15:58:42.834 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 16:00:42.888 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702009
2016-07-02 16:01:42.949 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160702009
2016-07-02 16:01:42.949 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 16:01:45.306 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614787392165259) ,message is: Lucky 5, issue no. 160702009 ,winning number is:11,1,5,2,8,url = http://kpwlottery.com/index.php/km?issue=160702009&wincode=11,1,5,2,8
2016-07-02 16:01:45.306 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160702009
2016-07-02 16:01:45.306 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160702010
2016-07-02 16:01:45.306 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 16:01:45.306 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160702010
2016-07-02 16:03:45.354 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:05:45.400 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:07:45.456 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:09:45.501 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:11:45.544 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:13:45.597 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:15:45.645 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:17:45.703 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:19:45.746 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:21:45.792 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:23:45.836 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:25:45.884 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:27:45.931 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:29:45.980 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:31:46.028 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:33:46.074 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:35:46.129 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:37:46.171 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:39:46.234 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:41:46.282 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:43:46.337 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:45:46.388 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:47:46.437 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:49:46.493 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:51:46.547 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:53:46.592 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:55:46.640 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:57:46.688 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 16:59:46.739 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702010
2016-07-02 17:00:46.785 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160702010
2016-07-02 17:00:46.785 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 17:00:49.084 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614807252163273) ,message is: Lucky 5, issue no. 160702010 ,winning number is:1,8,6,3,9,url = http://kpwlottery.com/index.php/km?issue=160702010&wincode=1,8,6,3,9
2016-07-02 17:00:49.084 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160702010
2016-07-02 17:00:49.085 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160702011
2016-07-02 17:00:49.085 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 17:00:49.089 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160702011
2016-07-02 17:02:49.119 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:04:49.156 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:06:49.191 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:08:49.234 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:10:49.273 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:12:49.311 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:14:49.353 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:16:49.390 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:18:49.431 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:20:49.486 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:22:49.520 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:24:49.556 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:26:49.594 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:28:49.630 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:30:49.636 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:32:49.693 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:34:49.735 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:36:49.795 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:38:49.834 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:40:49.872 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:42:49.919 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:44:49.956 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:46:50.010 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:48:50.051 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:50:50.099 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:52:50.133 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:54:50.170 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:56:50.208 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 17:58:50.246 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 18:00:50.282 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702011
2016-07-02 18:01:50.327 | INFO  | main       | .ncpimpl.IssueThread:96    | get ncp curr issue info success... curr issue :160702011
2016-07-02 18:01:50.327 | INFO  | main       | pl.FaceBookImplement:157   | facebook post feed begin ... 
2016-07-02 18:01:53.040 | INFO  | main       | pl.FaceBookImplement:173   | facebook post feed id (1603887806588551_1614818848828780) ,message is: Lucky 5, issue no. 160702011 ,winning number is:6,11,5,4,9,url = http://kpwlottery.com/index.php/km?issue=160702011&wincode=6,11,5,4,9
2016-07-02 18:01:53.040 | INFO  | main       | .ncpimpl.IssueThread:111   | post curr issue info success ... curr issue :160702011
2016-07-02 18:01:53.040 | INFO  | main       | .ncpimpl.IssueThread:126   | System change curr issue to :160702012
2016-07-02 18:01:53.040 | INFO  | main       | .config.SysParameter:86    | System begin to save key:ncp.startissue
2016-07-02 18:01:53.043 | INFO  | main       | .config.SysParameter:100   | Save Issue Successful. value=160702012
2016-07-02 18:03:53.081 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702012
2016-07-02 18:05:53.114 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702012
2016-07-02 18:07:53.152 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702012
2016-07-02 18:09:53.188 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702012
2016-07-02 18:11:53.224 | INFO  | main       | .ncpimpl.IssueThread:102   | not get the issue info ......waiting for next time .160702012
